creation_date,update_date,city,zip_code,country,geometry_type,geometry_coords,description,headline,title,keyfacts,price_value,brand,id,numberOfRooms,numberOfBedrooms,livingSpace,numberOfFloors,availability,plotSpace,lon,lat,price_m2
,2025-07-11 07:41:06.813000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.23789, 46.18896], [6.23946, 46.19243], [6.24032, 46.19397], [6.24065, 46.19405], [6.24388, 46.18838], [6.24101, 46.18329], [6.23891, 46.18365], [6.23869, 46.18432], [6.23771, 46.18505], [6.23771, 46.18623], [6.23957, 46.18831], [6.23955, 46.18857], [6.23789, 46.18896]]]]","Appartement 2 pièces meublé de 53 m² situé à Annemasse (74100), au 1er étage d’un immeuble calme.
Il comprend un séjour, une chambre, une cuisine séparée équipée, une salle d’eau et un WC.
Chauffage individuel, double vitrage.
Proche des commerces et transports.
Disponible",À propos de ce bien,Appartement à louer,"['2 pièces', '1 chambre', '53 m²', 'Étage 2/3']",1300.0,seloger,256WH91N7GWG,2.0,1.0,53.0,23.0,,,6.240601471776571,46.188181420870784,25.0
,2025-12-13 01:17:06.821000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.24126, 46.17874], [6.23768, 46.17613], [6.23166, 46.18291], [6.21661, 46.18803], [6.22546, 46.1901], [6.22443, 46.19279], [6.22852, 46.19383], [6.23648, 46.20138], [6.24053, 46.20191], [6.23948, 46.1984], [6.24255, 46.19688], [6.25132, 46.19932], [6.27295, 46.19826], [6.27374, 46.20042], [6.27648, 46.19904], [6.2776, 46.19608], [6.27244, 46.19739], [6.26972, 46.19425], [6.25098, 46.19132], [6.25154, 46.18572], [6.24352, 46.18256], [6.24126, 46.17874]]]]","Vivez au Rythme d'Annemasse dans ce Lumineux T2 Meublé ! Découvrez ce bijou urbain de 30,73 m², doté d'un balcon de 5,21 m², offrant une vue dégagée et un espace extérieur privé pour profiter des beaux jours. Situé en hyper-centre d'Annemasse, cet appartement est le point de chute idéal pour un étudiant, un jeune couple ou un professionnel. Points forts : Meublé avec Goût : Prêt à vivre, cet appartement combine confort moderne et charme. Emplacement Stratégique : À deux pas de la gare, du tramway 17 et des lignes de bus 5 et DA, vous êtes connecté à toute la ville et à Genève en un clin d'œil. Commodités au Pied de l'Immeuble : Avec Carrefour City et Monoprix juste en bas, votre quotidien est facilité. Proximité des Écoles : L'école Saint Exupéry est à seulement 350 mètres. Balcon Spacieux : 5,21 m² pour savourer votre café matinal ou un moment de détente en plein air. Détails : Loyer : 1070€ charges comprises, incluant les charges de copropriété. Surface : 30,73 m² de pur confort, optimisé et lumineux. Localisation : Au cœur de l'effervescence d'Annemasse, tout en offrant un havre de paix dès que vous rentrez chez vous. Ce T2 représente une opportunité rare de vivre dans un environnement dynamique, avec toutes les facilités urbaines à votre porte. Que vous soyez en quête d'une vie citadine active ou d'un nid douillet pour démarrer votre vie à deux, ce lieu est fait pour vous. N'attendez plus, contactez-nous pour une visite et laissez-vous séduire par votre futur chez-vous !",Charmant T2 Meublé avec Balcon - Cœur d'Annemasse,Appartement à louer,"['2 pièces', '1 chambre', '30 m²', 'Étage 3/4']",1070.0,seloger,2518TCAADB7W,2.0,1.0,30.0,34.0,,,6.243363495114116,46.191105377292835,36.0
,2025-12-08 19:55:09.357000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.22861, 46.19362], [6.22838, 46.19378], [6.22977, 46.19542], [6.23396, 46.19788], [6.23377, 46.19812], [6.23579, 46.1998], [6.23549, 46.20061], [6.23648, 46.20138], [6.23907, 46.20143], [6.24053, 46.20191], [6.24095, 46.20056], [6.24054, 46.19938], [6.23948, 46.1984], [6.24255, 46.19688], [6.24095, 46.19509], [6.24054, 46.19436], [6.24073, 46.19411], [6.24032, 46.19397], [6.23946, 46.19243], [6.23816, 46.19277], [6.23889, 46.19417], [6.23799, 46.19416], [6.2361, 46.19464], [6.23297, 46.19474], [6.22861, 46.19362]]]]","Annemasse centre dans une résidence sécurisée sous vidéo surveillance au 3ème étage appartement T2 52m² entièrement meublé,
comprenant un hall d'entrée avec placard, cuisine équipée/séjour avec un accès sur le balcon, une chambre avec placard,
salle de bains avec baignoire, wc séparé, place de parking en sous-sol.
Proche de toutes les commodités et du centre, station tram pour Genève et gare à 2 minutes.
 Pour visiter et vous accompagner dans votre projet, contactez Richard CHANTELLY 
Selon l'article L.561.5 du Code Monétaire et Financier, pour l'organisation de la visite, la présentation d'une pièce d'identité vous sera demandée.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Cette présente annonce a été rédigée sous la responsabilité éditoriale de Richard CHANTELLY agissant sous le statut d'agent commercial immatriculé au Ville du greffe : THONON-LES-BAINS sous le numéro RSAC N° 808 981 898 auprès de la SAS IMMO RESEAU au capital de 10 000 euros - Réseau national immobilier sur internet, 44 Allée des Cinq Continents - 44120 VERTOU - RNE NANTES 519 718 886. Carte professionnelle T et G n° CPI 3002 2018 000 024 971 CCI de Nantes-Saint-Nazaire (44) ; Garantie par GALIAN – 89 rue de la Boétie - 75008 Paris N°171379G pour 120 000 euros pour T. Assurance responsabilité civile professionnelle par GALIAN n° de police 120 137 405
(réf. 35795) - Le professionnel garantit et sécurise votre projet immobilier
 Loyer: 1270 euros*",2 pièces,Appartement à louer,"['2 pièces', '1 chambre', '52 m²', 'RDC/5']",1270.0,seloger,251K6ZXGM6PD,2.0,1.0,52.0,5.0,,,6.236811145842477,46.19705577613584,24.0
,2025-12-10 03:21:08.077000+00:00,Annemasse,74100,FRA,Point,"[6.23561, 46.192352]","APPARTEMENT 6 PIÈCES AVEC BALCON
Venez découvrir cette colocation de 5 chambres de 125 m² localisée au 1 Place De La Libération à Annemasse (74100).

LA CHAMBRE
La chambre est louée avec un bureau, un lit, une penderie et une télévision.

LES ESPACES COMMUNS
Cet appartement de 6 pièces s'organise comme suit : un salon avec un canapé, un fauteuil ainsi qu'une télévision, quatre chambres, une cuisine équipée d'un four, d'un lave-vaisselle, d'un micro-ondes ainsi que d'une plaque de cuisson et quatre salles de bains (une équipée d'une douche).
Cet appartement possède un chauffage individuel alimenté à l'électricité. La fibre optique y est également installée.
Il est situé au 7e étage d'un immeuble avec ascenseur.

LES EXTÉRIEURS
Une cave offre à cet appartement davantage de possibilités pour s'organiser. Avec un balcon, gagnez en espace et en confort.

LE QUARTIER
Côté transports, il y a neuf lignes de bus ainsi que la gare Annemasse à moins de 10 minutes à pied. Les autoroutes A40 et A411 sont accessibles à moins de 2 km. Vous trouverez trois cinémas de même que deux bibliothèques dans les environs. Il y a aussi des restaurants, des commerces, des boulangeries, trois supermarchés, une poissonnerie et quatre boucheries. Enfin, le marché Place de la Libération anime les environs.
 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL4469F
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : 2492 euros par an.
Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)",Chambre en colocation appartement meublé,Appartement à louer,"['6 pièces', '5 chambres', '125 m²', '7ème étage']",804.0,seloger,25ZJ4I62GTE5,6.0,5.0,125.0,7.0,,,6.23561,46.192352,6.0
,2025-12-08 05:15:06.655000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.22861, 46.19362], [6.22838, 46.19378], [6.22977, 46.19542], [6.23396, 46.19788], [6.23377, 46.19812], [6.23579, 46.1998], [6.23549, 46.20061], [6.23648, 46.20138], [6.23907, 46.20143], [6.24053, 46.20191], [6.24095, 46.20056], [6.24054, 46.19938], [6.23948, 46.1984], [6.24255, 46.19688], [6.24095, 46.19509], [6.24054, 46.19436], [6.24073, 46.19411], [6.24032, 46.19397], [6.23946, 46.19243], [6.23816, 46.19277], [6.23889, 46.19417], [6.23799, 46.19416], [6.2361, 46.19464], [6.23297, 46.19474], [6.22861, 46.19362]]]]","GRANDE CHAMBRE 15 M² DANS COLOCATION DE STANDING
ANNEMASSE CENTRE PLACE de l'étoile

Disponible dès maintenant.
Toutes charges incluses (eau, chauffage, charges collectives, internet).
Bail longue durée, courte durée, mobilité possibles
Climatisation

Frais de dossier 200 euros
Dépot de garantie 2 mois de loyers HC",CHAMBRE DANS COLOCATION,Appartement à louer,"['1 pièce', '15 m²', 'Étage 1/2']",690.0,seloger,25ATIX269GU1,1.0,,15.0,12.0,,,6.236811145842477,46.19705577613584,46.0
,2025-07-16 08:30:11.230000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.24063, 46.19428], [6.24107, 46.19525], [6.24403, 46.19857], [6.2471, 46.19786], [6.24735, 46.19837], [6.24861, 46.19807], [6.24878, 46.19885], [6.25022, 46.19853], [6.25075, 46.19905], [6.2518, 46.1993], [6.25215, 46.19683], [6.25095, 46.194], [6.25116, 46.19212], [6.2508, 46.19178], [6.25106, 46.19118], [6.24315, 46.19318], [6.24063, 46.19428]]]]",Collocation d'appartement Annemasse,À propos de ce bien,Appartement à louer,"['5 pièces', '4 chambres', '133 m²']",1000.0,seloger,259R34HMCV1Q,5.0,4.0,133.0,,,,6.247104876299496,46.19535840289667,8.0
,2025-12-13 21:35:19.564000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.22883, 46.19287], [6.22861, 46.19362], [6.23297, 46.19474], [6.2361, 46.19464], [6.23799, 46.19416], [6.23889, 46.19417], [6.23816, 46.19277], [6.23946, 46.19243], [6.23789, 46.18896], [6.23522, 46.18944], [6.23453, 46.19042], [6.23306, 46.1901], [6.23241, 46.19079], [6.23035, 46.19159], [6.23058, 46.19272], [6.22883, 46.19287]]]]","Situé 13 rue d'Etrembières(tram à proximité), appartement loué meublé. Il est composé d'une entrée, une cuisine équipée ouverte sur séjour avec balcon, une chambre avec sa salle de bains et une terrasse.
 Une place de parking en souterrain.
 Chauffage individuel électrique
 LOCATION MEUBLEE",2 pièces meublé à Annemasse,Appartement à louer,"['2 pièces', '1 chambre', '35 m²', 'Étage 5/7']",823.0,seloger,25A74FWXQ6LT,2.0,1.0,35.0,57.0,,,6.234717519790121,46.192265730999985,24.0
,2025-12-03 03:20:05.828000+00:00,Annemasse,74100,FRA,Point,"[6.235813, 46.197742]","Oqoro vous présente cette colocation 5 chambres de 109 m² située au 57 avenue de la Gare à Annemasse.

 LA CHAMBRE
Cette chambre dispose d'un lit , d'un bureau avec chaise ergonomique, d'une TV et de rangements. Elle dispose d'un accès à un balcon partagé avec la chambre 3.

 LES ESPACES COMMUNS
L'appartement s'ouvre sur un lumineux séjour avec cuisine ouverte. Celui-ci dispose d'un canapé, d'une table basse et d'une table avec 5 chaises.
La cuisine est équipée d'un four, de plaques de cuisson, d'une hotte, d'un réfrigérateur avec congélateur, d'un évier, d'un micro-ondes, d'un lave-vaisselle, de nombreux rangements et de tous les ustensiles et le petit électroménager nécessaire.
La salle de bain comprend une double vasque, un miroir, une douche à l'italienne, un lave-lige, un sèche-linge, un sèche-serviette et des WC. Des toilettes séparées complètent ce bien.
Cet appartement à la frontière suisse possède un chauffage collectif, il est agrémenté de la fibre.
Il est situé au 2e étage d'un immeuble.

 LES EXTÉRIEURS
L'appartement dispose d'un balcon : idéal pour un supplément d'espace extérieur.

 LE QUARTIER
Cette colocation est idéalement située, à deux pas des commerces et des espaces de loisirs.
Côté transports, vous bénéficierez de la gare d'Annemasse à 200m de l'appartement vous permettant de rejoindre le centre de Genève en une vingtaine de minutes.
De nombreux bus desservent également la zone (lignes 3, 4, 5 et 8).

Bail individuel à la chambre. Pas de caution solidaire. Chacun est libre de partir quand il veut sans se soucier des autres colocs, dès le moment où il respecte un mois de préavis. Éligible aux APL.
 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL6729H
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",Chambre en colocation appartement meublé,Appartement à louer,"['6 pièces', '5 chambres', '109 m²', '2ème étage']",650.0,seloger,25DJMSMCLGMC,6.0,5.0,109.0,2.0,,,6.235813,46.197742,6.0
2025-09-11 19:47:46.139001700+00:00,2025-09-11 19:47:46.138999200+00:00,Annemasse,74100,FR,MultiPolygon,"[[[[6.22861, 46.19362], [6.22838, 46.19378], [6.22977, 46.19542], [6.23396, 46.19788], [6.23377, 46.19812], [6.23579, 46.1998], [6.23549, 46.20061], [6.23648, 46.20138], [6.23907, 46.20143], [6.24053, 46.20191], [6.24095, 46.20056], [6.24054, 46.19938], [6.23948, 46.1984], [6.24255, 46.19688], [6.24095, 46.19509], [6.24054, 46.19436], [6.24073, 46.19411], [6.24032, 46.19397], [6.23946, 46.19243], [6.23816, 46.19277], [6.23889, 46.19417], [6.23799, 46.19416], [6.2361, 46.19464], [6.23297, 46.19474], [6.22861, 46.19362]]]]","À louer, studio meublé de 21 m² situé en plein centre d’Annemasse, idéalement placé en haut du futur tram (arrêt en bas de l’entrée) à proximité immédiate des commerces, transports et commodités.

Le studio comprend :
• Un espace de vie lumineux avec canapé convertible
• Coin salon avec tables gigognes et tapis
• Kitchenette fonctionnelle (non visible sur les photos mais présente)
• Salle de bain moderne avec douche, WC, lavabo + machine à laver 
• Grand balcon agréable
• Cave privative à disposition

Situé au 3 ème étage (avec ascenseur), le studio est bien agencé et prêt à vivre. Idéal pour étudiant(e), jeune actif(ve), ou frontalier(ère).",Studio 21 m² – Centre Annemasse,Appartement à louer,"['1 pièce', '21 m²']",785.0,seloger,256RMETPR9UZ,1.0,,21.0,,,,6.236811145842477,46.19705577613584,37.0
,2025-07-16 08:33:10.656000+00:00,Annemasse,74100,FRA,Point,"[6.249362999999999, 46.18679399999993]","Appartement lumineux au 2ème étages d'une copropriété calme dans un environnement de qualité.
Le logement est composé de 3 pièces, 2 chambres à coucher , 1 grand salon avec balcon , 1 cuisine équipée avec balcon, 1 salle de bain et 1 Wc",À propos de ce bien,Appartement à louer,"['3 pièces', '2 chambres', '60 m²', 'Étage 2/2']",1450.0,seloger,2414ZQEGSENN,3.0,2.0,60.0,22.0,,,6.249362999999999,46.18679399999993,24.0
,2025-12-09 11:21:16.395000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.22861, 46.19362], [6.22838, 46.19378], [6.22977, 46.19542], [6.23396, 46.19788], [6.23377, 46.19812], [6.23579, 46.1998], [6.23549, 46.20061], [6.23648, 46.20138], [6.23907, 46.20143], [6.24053, 46.20191], [6.24095, 46.20056], [6.24054, 46.19938], [6.23948, 46.1984], [6.24255, 46.19688], [6.24095, 46.19509], [6.24054, 46.19436], [6.24073, 46.19411], [6.24032, 46.19397], [6.23946, 46.19243], [6.23816, 46.19277], [6.23889, 46.19417], [6.23799, 46.19416], [6.2361, 46.19464], [6.23297, 46.19474], [6.22861, 46.19362]]]]","Annemasse, appartement T2 de 40m², situé à proximité de la gare.

Appartement au 2ème étage composé d'une entrée avec placard, une cuisine ouverte sur séjour.
Pour le coin nuit, une chambre, une salle de bains, wc séparés.

En annexe : une place de parking en sous-sol sécurisé incluse dans le prix.

Location meublée, disponible immédiatement
Caution : 2168 euros
Loyer HC : 1084 euros
Charges : 66 euros (eau froide, ordures ménagères, entretien copro)
Loyer CC : 1150 euros

Souscriptions à prévoir : Electricité, fibre

Coté copropriété : copropriété de 2004, sécurisée, calme et avec une piscine.

Côté localisation : à proximité de la gare d'Annemasse, les commodités sont proches.

Contact par mail ou SMS pour l'envoi des modalités de dépôt du dossier de candidature.

Garantie visale fortement recommandée.

Les visites ne se font qu'une fois le dossier complet réceptionné et validé par nos services. Les honoraires sont partagés entre le locataire et le bailleur, les honoraires à la charge du locataire sont de 507,13 euros, dont 117,03 euros pour l'état des lieux.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr.

Réseau Immobilier CAPIFRANCE - Votre agent commercial (RSAC N°852 322 940 - Greffe de THONON LES BAINS) Kévin BEJARANO Entrepreneur Individuel Réf.933796",2 pièces,Appartement à louer,"['2 pièces', '1 chambre', '40 m²', 'Étage 2/6']",1150.0,seloger,25JWV5TEQ7PD,2.0,1.0,40.0,26.0,,,6.236811145842477,46.19705577613584,29.0
,2025-12-13 12:51:26.242000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.24126, 46.17874], [6.23768, 46.17613], [6.23166, 46.18291], [6.21661, 46.18803], [6.22546, 46.1901], [6.22443, 46.19279], [6.22852, 46.19383], [6.23648, 46.20138], [6.24053, 46.20191], [6.23948, 46.1984], [6.24255, 46.19688], [6.25132, 46.19932], [6.27295, 46.19826], [6.27374, 46.20042], [6.27648, 46.19904], [6.2776, 46.19608], [6.27244, 46.19739], [6.26972, 46.19425], [6.25098, 46.19132], [6.25154, 46.18572], [6.24352, 46.18256], [6.24126, 46.17874]]]]","Ce bien est géré par Cécile Gaillard réf 2186CG - 
RARE A LA LOCATION APPARTEMENT T4 NU

202 Route de St Julien 74100 ANNEMASSE (Etrembières)

INTÉRIEUR EN EXCELLENT ÉTAT - GRAND APPARTEMENT 4 PIÈCES

À louer proche suisse et à quelques kilomètres de Genève, découvrez ce magnifique appartement de 4 pièces de 86 m² à Étrembières (74100).

Il se situe dans un immeuble des années 90 avec ascenseur. Il se compose d'une pièce à vivre, trois chambres, une cuisine indépendante, une salle de bains et des toilettes. L'appartement est en excellent état.

Une cave et un garage fermé privatif complète pour ce bien.

Le premier arrêt de bus se trouve à moins de 10 minutes à pied. Les autoroutes A40, A411 et A41 sont accessibles à moins de 10 km. On trouve aussi trois restaurants et un commerce.

 Compris dans les charges : entretien des communs. 

Pour ouvrir votre dossier, merci de vous connecter sur le lien suivant : 

DISPONIBLE A PARTIR DU 3/01/2026
 

comprenant 264 euros TTC pour l'état des lieux. Loyer de base 1807 euros/mois. Provision sur charges 100 euros/mois, régularisation annuelle. Dépôt de garantie 1 807 euros. Classe énergie D, Classe climat C. Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2019 : 1062.00 euros. Date de réalisation du DPE : 13-04-2019. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : georisques.gouv.fr. 

Carte pro. 74012018000036109.
Consultez notre vidéo sur YouTube :",4 pièces,Appartement à louer,"['4 pièces', '3 chambres', '86 m²', 'Étage 3/3']",1907.0,seloger,251W5ZWI5MZR,4.0,3.0,86.0,33.0,,,6.243363495114116,46.191105377292835,22.0
,2025-12-10 03:20:10.206000+00:00,Annemasse,74100,FRA,Point,"[6.232692, 46.195864]","L'appartement
Oqoro vous propose cette colocation de 5 chambres de 100m² située au 11 Rue Du Docteur Aimé Coquand à Annemasse.

Les photos actuellement publiées sont non contractuelles.

 LES ÉQUIPEMENTS
Le logement est parfaitement équipé pour garantir un confort optimal au quotidien. Vous y trouverez notamment :
Lave-linge
Four
Micro-ondes
Plaques de cuisson
Réfrigérateur
Bureau
Dressing
Fer à repasser
Un local à vélo est également mis à disposition des occupants.

 LE QUARTIER
Le logement se situe en plein cœur du centre-ville d'Annemasse, dans un environnement dynamique et agréable, à proximité immédiate de toutes les commodités nécessaires au quotidien.
 Transports
La gare d'Annemasse est accessible en seulement 7 minutes à pied
La ligne de tram 17, qui relie Annemasse à Genève, est également à quelques minutes de marche
Plusieurs lignes de bus (notamment les lignes 2 et 4) passent à proximité
 Commodités
Vous trouverez à seulement 350 mètres un Monoprix, un Carrefour City, ainsi que de nombreux commerces de proximité : boulangeries, pharmacies, banques, restaurants et bars.

Ce quartier offre ainsi un cadre de vie pratique et bien desservi, parfait pour les actifs comme pour les étudiants.

 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL0988F
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : 
Montant estimé des dépenses annuelles d'énergie pour un usage standard : 3075 euros par an.
Prix moyens des énergies indexés sur l'année 2021 (abonnements compris)",Chambre en colocation appartement meublé,Appartement à louer,"['6 pièces', '5 chambres', '100 m²', '5ème étage']",670.0,seloger,25DZEVT4N1WU,6.0,5.0,100.0,5.0,,,6.232692,46.195864,7.0
2025-10-19 17:01:33.369649900+00:00,2025-10-19 17:01:33.369647900+00:00,Annemasse,74100,FR,MultiPolygon,"[[[[6.25008, 46.1858], [6.24763, 46.18635], [6.24777, 46.1867], [6.24745, 46.18699], [6.24375, 46.18813], [6.24385, 46.1885], [6.2407, 46.1938], [6.24074, 46.19414], [6.24589, 46.19238], [6.25106, 46.19118], [6.25123, 46.19068], [6.25062, 46.18961], [6.25075, 46.18793], [6.25154, 46.18572], [6.25008, 46.1858]]]]","🏡 Appartement T3 meublé – 73 m² – Annemasse – 1 700 €/mois

📍 Annemasse – Rue Charles Dupraz

À louer à partir du 1er novembre, très bel appartement entièrement rénové, situé au 2e étage d'une petite copropriété calme, à 8 minutes du tram pour Genève et proche de toutes commodités.

🔹 Surface : 73 m²
🔹 Pièces : 3 (2 chambres, 1 séjour)
🔹 Extérieur : terrasse
🔹 Annexe : cave
🔹 Loyer : 1 700 € / mois (CC)

🛋️ Description :

Grand séjour lumineux avec cuisine équipée ouverte sur la terrasse

1 suite parentale entièrement meublée

1 chambre à meubler selon les besoins du locataire

Salle de bain moderne

WC séparé

Résidence calme avec vue dégagée

📅 Prévisites samedi 25.10
📦 Disponible le 1er novembre

📞 Contactez-moi par message Leboncoin pour plus d’infos ou organiser une visite.",Appartement 3 pièces meublé – Annemasse – 73 m²,Appartement à louer,"['3 pièces', '2 chambres', '73 m²', 'Étage 2/7']",1700.0,seloger,25JA955AMXLD,3.0,2.0,73.0,27.0,,,6.246689877497074,46.18981219310271,23.0
,2025-12-05 14:06:19.269000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.23789, 46.18896], [6.23946, 46.19243], [6.24032, 46.19397], [6.24065, 46.19405], [6.24388, 46.18838], [6.24101, 46.18329], [6.23891, 46.18365], [6.23869, 46.18432], [6.23771, 46.18505], [6.23771, 46.18623], [6.23957, 46.18831], [6.23955, 46.18857], [6.23789, 46.18896]]]]","Proche toutes commodités, Agréable appartement en étage élevé, Chauffage collectif gaz, Parking privé, cave entrée, cuisine, pièce principale, salle de bains, wc

Assurance Multirisques Privilège *: 10.22 euros / mois
*Services facultatifs, voir conditions en agences
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT,Appartement à louer,"['1 pièce', '32,5 m²', 'Étage 4/4']",660.0,seloger,257A58XH9P8J,1.0,,32.5,44.0,,,6.240601471776571,46.188181420870784,20.0
2025-11-26 16:20:37.399603800+00:00,2025-11-26 16:36:02.426703300+00:00,Annemasse,74100,FR,MultiPolygon,"[[[[6.24063, 46.19428], [6.24107, 46.19525], [6.24403, 46.19857], [6.2471, 46.19786], [6.24735, 46.19837], [6.24861, 46.19807], [6.24878, 46.19885], [6.25022, 46.19853], [6.25075, 46.19905], [6.2518, 46.1993], [6.25215, 46.19683], [6.25095, 46.194], [6.25116, 46.19212], [6.2508, 46.19178], [6.25106, 46.19118], [6.24315, 46.19318], [6.24063, 46.19428]]]]","Découvrez cet charmant appartement loué meublé, situé dans le quartier calme et agréable de Romagny, à Annemasse. Avec 45 m², cet espace de vie lumineux et fonctionnel comprend une pièce principale avec une cuisine équipée, une chambre lumineuse, une salle de bain, ainsi qu'une terrasse et un jardin privatif, parfaits pour profiter des journées ensoleillées.

Idéal pour les célibataires ou les couples, cet appartement au rez-de-chaussée offre également un garage au sous-sol inclus, un système de sécurité video télécommandé garantissant un accès sécurisé. 

La proximité des transports en commun est un atout majeur, avec la station de bus et gare d'Annemasse à 1230 m. Vous trouverez également des supermarchés et divers commerces de proximité, ainsi que des écoles, tout cela dans un rayon de 500 mètres. Des restaurants variés sont disponibles, ajoutant à la commodité de votre quotidien.

N'attendez plus pour visiter cet appartement séduisant au cœur de Romagny. Contactez-nous dès aujourd'hui pour découvrir votre nouveau chez-vous!",APPART. T2 MEUBLE DANS RESIDENCE DE STANDING,Appartement à louer,"['2 pièces', '1 chambre', '45 m²', 'RDC/2']",1470.0,seloger,25HN9WCE71B7,2.0,1.0,45.0,2.0,,,6.247104876299496,46.19535840289667,33.0
,2025-11-24 14:40:06.688000+00:00,Annemasse,74100,FRA,MultiPolygon,"[[[[6.23789, 46.18896], [6.23946, 46.19243], [6.24032, 46.19397], [6.24065, 46.19405], [6.24388, 46.18838], [6.24101, 46.18329], [6.23891, 46.18365], [6.23869, 46.18432], [6.23771, 46.18505], [6.23771, 46.18623], [6.23957, 46.18831], [6.23955, 46.18857], [6.23789, 46.18896]]]]","Situé à proximité immédiate des commodités, ce bel appartement T2 se trouve au sein d'une résidence récente et sécurisée.Il se compose d?une entrée avec placard, d?un séjour lumineux de 22 m² avec cuisine ouverte et équipée, donnant accès à un balcon, d?une chambre avec rangement (12 m²), d?une salle d?eau moderne et de WC séparés.Chauffage et eau chaude collectifs.Garage inclus.
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :  georisques. gouv. fr",APPARTEMENT,Appartement à louer,"['2 pièces', '1 chambre', '45,5 m²', '4ème étage']",830.0,seloger,25A7T6ULH3C4,2.0,1.0,45.5,4.0,,,6.240601471776571,46.188181420870784,18.0
,2025-12-04 03:20:06.194000+00:00,Annemasse,74100,FRA,Point,"[6.239835, 46.19482]","Oqoro vous présente cette colocation 3 chambres de 65 m² située au 32 avenue du Giffre à Annemasse.


 LA CHAMBRE
Cette chambre dispose d'un lit double, d'un bureau avec une chaise et de rangements.


 LES ESPACES COMMUNS
L'appartement s'ouvre sur une entrée avec rangements desservant un lumineux séjour avec cuisine ouverte. Celui-ci dispose d'un canapé, d'une table basse et d'une table avec 4 chaises. 
La cuisine est équipée d'un four, de plaques de cuisson, d'une hotte, d'un réfrigérateur avec congélateur, d'un évier, d'un micro-ondes, de nombreux rangements et de tous les ustensiles et le petit électroménager nécessaire.
La salle d'eau comprend un meuble vasque, un miroir, une douche, un lave-linge, un sèche-serviette et des rangements. Les toilettes sont séparées.
Cet appartement bénéficie d'un chauffage collectif. La fibre y est disponible.
Il se situe au 5e étage d'un immeuble avec ascenseur.


 LES EXTÉRIEURS
Cet appartement bénéficie d'un balcon aménagé idéal pour profiter du soleil .


 LE QUARTIER
Cette colocation est idéalement située en plein centre-ville d'Annemasse, à deux pas des commerces et des espaces de loisirs.
Côté transports, le tram 17 à moins de 10 minutes de marche de l'appartement permet de rejoindre le centre de Genève en moins de 30 minutes. La gare d'Annemasse est à 500m de l'appartement.
Les lignes de bus 5 et 8 desservent également la zone.


Bail individuel à la chambre. Pas de caution solidaire. Chacun est libre de partir quand il veut sans se soucier des autres colocs, dès le moment où il respecte un mois de préavis. Éligible aux APL
 POUR FAIRE UNE CANDIDATURE, ALLER SUR NOTRE SITE WEB OQORO ET RENSEIGNER LA REFERENCE : SL0213U
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques :",Chambre en colocation appartement meublé,Appartement à louer,"['4 pièces', '3 chambres', '65 m²', '5ème étage']",650.0,seloger,25BSCVPNVP7L,4.0,3.0,65.0,5.0,,,6.239835,46.19482,10.0
